Year,Rank,Name,Age,Exp,G,Rec,RecYd,Y/Rec,RecTD,FP/G,FantPt,Team
2000,1,Jim Kleinsasser,23.0,2.0,9,8,68,8.5,0,2.1,19.1,MIN
2001,1,Jim Kleinsasser,24.0,3.0,10,21,162,7.7,0,5.0,50.4,MIN
2001,2,Ernie Conwell,29.0,6.0,6,15,148,9.9,1,7.4,44.6,STL
2001,3,Tony Gonzalez,25.0,5.0,2,12,120,10.0,2,19.2,38.5,KC
2001,4,Frank Wycheck,30.0,9.0,1,7,100,14.3,1,23.9,23.9,TEN
2001,5,Ken Dilger,30.0,7.0,1,4,38,9.5,0,13.4,13.4,IND
2001,6,Patrick Hape,27.0,5.0,1,1,1,1.0,1,7.1,7.1,DEN
2002,1,Todd Heap,22.0,2.0,16,68,836,12.3,6,12.0,191.4,BAL
2002,2,Tony Gonzalez,26.0,6.0,16,63,773,12.3,7,11.4,182.3,KC
2002,3,Jeremy Shockey,22.0,1.0,15,74,894,12.1,2,11.7,175.4,NYG
2002,4,Shannon Sharpe,34.0,13.0,12,61,686,11.2,3,12.3,147.6,DEN
2002,5,Bubba Franks,24.0,3.0,15,54,442,8.2,7,9.3,140.2,GB
2002,6,Billy Miller,25.0,4.0,14,51,613,12.0,3,9.3,130.3,HOU
2002,7,Marcus Pollard,30.0,8.0,15,43,478,11.1,6,8.5,126.8,IND
2002,8,Kyle Brady,30.0,8.0,15,43,461,10.7,4,7.5,113.1,JAX
2002,9,Randy McMichael,23.0,1.0,15,39,485,12.4,4,7.5,112.3,MIA
2002,10,Alge Crumpler,25.0,2.0,15,36,455,12.6,5,7.4,111.5,ATL
2002,11,Itula Mili,29.0,5.0,13,43,508,11.8,2,8.1,105.8,SEA
2002,12,Stephen Alexander,27.0,5.0,12,45,510,11.3,1,8.5,102.0,SD
2002,13,Chad Lewis,31.0,6.0,13,42,398,9.5,3,7.7,99.8,PHI
2002,14,Ernie Conwell,30.0,7.0,15,34,419,12.3,2,6.5,96.9,STL
2002,15,Christian Fauria,31.0,8.0,14,27,253,9.4,7,6.7,94.3,NE
2002,16,Frank Wycheck,31.0,10.0,13,40,346,8.7,2,6.7,86.6,TEN
2002,17,Freddie Jones,28.0,6.0,13,44,358,8.1,1,6.6,85.8,ARI
2002,18,Doug Jolley,23.0,1.0,11,32,409,12.8,2,7.7,84.9,OAK
2002,19,Jim Kleinsasser,25.0,4.0,14,37,393,10.6,1,6.0,84.0,MIN
2002,20,Anthony Becht,25.0,3.0,14,28,243,8.7,5,5.9,82.3,NYJ
2002,21,Ken Dilger,31.0,8.0,13,34,329,9.7,2,6.1,78.9,TB
2002,22,Mikhael Ricks,28.0,5.0,14,27,339,12.6,3,5.6,78.9,DET
2002,23,Byron Chamberlain,31.0,8.0,12,34,389,11.4,0,6.1,72.9,MIN
2002,24,Jerramy Stevens,23.0,1.0,11,26,252,9.7,3,6.3,69.2,SEA
2002,25,Eric Johnson,23.0,2.0,8,36,321,8.9,0,8.5,68.1,SF
2002,26,Wesley Walls,36.0,14.0,11,19,241,12.7,4,6.1,67.1,CAR
2002,27,Jay Riemersma,29.0,6.0,15,32,350,10.9,0,4.5,67.0,BUF
2002,28,Pete Mitchell,31.0,8.0,12,25,246,9.8,2,5.1,61.6,JAX
2002,29,Mark Campbell,27.0,4.0,12,25,179,7.2,3,5.1,60.9,CLE
2002,30,Matt Schobel,24.0,1.0,14,27,212,7.9,2,4.3,60.2,CIN
2002,31,Tony McGee,31.0,10.0,11,23,294,12.8,1,5.3,58.4,DAL
2002,32,John Davis,29.0,6.0,9,20,193,9.7,3,6.4,57.3,CHI
2002,33,Rickey Dudley,30.0,7.0,11,16,192,12.0,3,4.8,53.2,TB
2002,34,Roland Williams,27.0,5.0,13,27,213,7.9,0,3.7,48.3,OAK
2002,35,Dwayne Carswell,30.0,9.0,8,21,189,9.0,1,5.7,45.9,DEN
2002,36,Dan Campbell,26.0,4.0,12,22,175,8.0,1,3.8,45.5,NYG
2002,37,Dave Moore,33.0,11.0,8,16,141,8.8,2,5.3,42.1,BUF
2002,38,Josh Norman,22.0,1.0,7,16,201,12.6,1,6.0,42.1,SD
2002,39,Boo Williams,23.0,2.0,8,13,143,11.0,2,4.9,39.3,NO
2002,40,Dustin Lyman,26.0,3.0,5,14,121,8.6,2,7.6,38.1,CHI
2002,41,Zeron Flemister,26.0,3.0,7,10,146,14.6,2,5.2,36.6,WAS
2002,42,Steve Bush,28.0,6.0,10,18,121,6.7,1,3.6,36.1,ARI
2002,43,Daniel Graham,24.0,1.0,9,15,150,10.0,1,4.0,36.0,NE
2002,44,Jeff Thomason,33.0,11.0,7,10,128,12.8,2,5.0,34.8,PHI
2002,45,Steve Heiden,26.0,3.0,10,17,105,6.2,1,3.4,33.5,CLE
2002,46,Cameron Cleeland,27.0,5.0,8,16,112,7.0,1,4.2,33.2,NE
2002,47,James Whalen,25.0,1.0,9,17,152,8.9,0,3.6,32.2,DAL
2002,48,Kris Mangum,29.0,6.0,11,16,159,9.9,0,2.9,31.9,CAR
2002,49,Jed Weaver,26.0,4.0,5,6,75,12.5,3,6.3,31.5,MIA
2002,50,Erron Kinney,25.0,3.0,9,13,173,13.3,0,3.4,30.3,TEN
2002,51,Reggie Kelly,25.0,4.0,10,14,162,11.6,0,3.0,30.2,ATL
2002,52,Terry Jones,23.0,1.0,7,11,106,9.6,1,3.9,27.6,BAL
2002,53,Tyrone Davis,30.0,8.0,6,9,107,11.9,1,4.3,25.7,GB
2002,54,Mark Bruener,30.0,8.0,8,13,66,5.1,1,3.2,25.6,PIT
2002,55,David Sloan,30.0,8.0,11,12,127,10.6,0,2.2,24.7,NO
2002,56,Brandon Manumaleuna,22.0,2.0,5,8,106,13.3,1,4.9,24.6,STL
2002,57,John Gilmore,23.0,1.0,5,10,130,13.0,0,4.6,23.0,CHI
2002,58,Jermaine Wiggins,27.0,3.0,6,10,62,6.2,1,3.7,22.2,
2002,59,Patrick Hape,28.0,6.0,5,5,19,3.8,2,3.8,18.9,DEN
2002,60,Walter Rasby,30.0,9.0,6,9,85,9.4,0,2.9,17.5,WAS
2002,61,David Martin,23.0,2.0,4,8,33,4.1,1,4.3,17.3,GB
2002,62,John Jones,27.0,2.0,5,6,47,7.8,1,3.3,16.7,BAL
2002,63,Justin Swift,27.0,3.0,7,10,63,6.3,0,2.3,16.3,SF
2002,64,Jerame Tuman,26.0,4.0,4,4,63,15.8,1,4.1,16.3,PIT
2002,65,Joe Davenport,26.0,1.0,6,8,70,8.8,0,2.5,15.0,IND
2002,66,Jabari Holloway,24.0,1.0,6,7,73,10.4,0,2.4,14.3,HOU
2002,67,Hunter Goodwin,30.0,7.0,3,4,20,5.0,1,4.0,12.0,MIN
2002,68,Brian Kozlowski,32.0,9.0,4,6,59,9.8,0,3.0,11.9,ATL
2002,69,Aaron Shea,26.0,3.0,4,7,49,7.0,0,3.0,11.9,CLE
2002,70,Marcellus Rivers,24.0,2.0,2,2,25,12.5,1,5.2,10.5,NYG
2002,71,Darnell Sanders,23.0,1.0,2,2,23,11.5,1,5.2,10.3,CLE
2002,72,Fred Baxter,31.0,10.0,3,5,51,10.2,0,3.4,10.1,CHI
2002,73,John Owens,22.0,1.0,4,5,49,9.8,0,2.5,9.9,DET
2002,74,Mike Roberg,25.0,1.0,2,2,17,8.5,1,4.8,9.7,IND
2002,75,Billy Baber,23.0,1.0,2,2,10,5.0,1,4.5,9.0,KC
2002,76,Shad Meier,24.0,2.0,1,1,17,17.0,1,8.7,8.7,TEN
2002,77,Ryan Hannam,22.0,1.0,1,1,16,16.0,1,8.6,8.6,SEA
2002,78,Desmond Clark,25.0,4.0,2,2,42,21.0,0,3.1,6.2,MIA
2002,79,Todd Yoder,24.0,3.0,2,2,26,13.0,0,2.3,4.6,TB
2002,80,Justin Peelle,23.0,1.0,3,3,15,5.0,0,1.5,4.5,SD
2002,81,Jason Dunn,29.0,7.0,2,2,16,8.0,0,1.8,3.6,KC
2002,82,Chris Baker,23.0,1.0,2,2,14,7.0,0,1.7,3.4,NYJ
2002,83,Mike Lucky,27.0,4.0,1,1,22,22.0,0,3.2,3.2,DAL
2002,84,Lamont Hall,28.0,4.0,2,2,6,3.0,0,1.3,2.6,NO
2002,85,Leonard Stephens,24.0,1.0,1,1,13,13.0,0,2.3,2.3,WAS
2002,86,Mike Bartrum,32.0,10.0,1,1,8,8.0,0,1.8,1.8,PHI
2002,87,Matt Murphy,22.0,1.0,1,1,8,8.0,0,1.8,1.8,DET
2002,88,Tony Stewart,23.0,2.0,1,1,6,6.0,0,1.6,1.6,CIN
2002,89,Chris Luzar,23.0,1.0,1,1,5,5.0,0,1.5,1.5,JAX
2002,90,Matt Cushing,27.0,4.0,1,1,4,4.0,0,1.4,1.4,PIT
2003,1,Tony Gonzalez,27.0,7.0,16,71,916,12.9,10,13.9,222.6,KC
2003,2,Shannon Sharpe,35.0,14.0,15,62,770,12.4,8,12.5,187.0,DEN
2003,3,Todd Heap,23.0,3.0,16,57,693,12.2,3,9.2,146.4,BAL
2003,4,Freddie Jones,29.0,7.0,15,55,517,9.4,3,8.3,124.7,ARI
2003,5,Randy McMichael,24.0,2.0,15,49,598,12.2,2,8.1,120.8,MIA
2003,6,Itula Mili,30.0,6.0,16,46,492,10.7,4,7.4,119.2,SEA
2003,7,Alge Crumpler,26.0,3.0,16,44,552,12.5,3,7.3,117.2,ATL
2003,8,Boo Williams,24.0,3.0,13,41,436,10.6,5,8.8,114.6,NO
2003,9,Jeremy Shockey,23.0,2.0,9,48,535,11.1,2,12.6,113.5,NYG
2003,10,Marcus Pollard,31.0,9.0,13,40,541,13.5,3,8.6,112.1,IND
2003,11,Jim Kleinsasser,26.0,5.0,14,46,401,8.7,4,8.0,111.6,MIN
2003,12,Daniel Graham,25.0,2.0,13,38,409,10.8,4,7.9,102.9,NE
2003,13,Anthony Becht,26.0,4.0,15,40,356,8.9,4,6.6,99.6,NYJ
2003,14,Desmond Clark,26.0,5.0,15,44,433,9.8,2,6.6,99.3,CHI
2003,15,Erron Kinney,26.0,4.0,16,41,381,9.3,3,6.1,97.1,TEN
2003,16,Billy Miller,26.0,5.0,15,40,355,8.9,3,6.2,93.5,HOU
2003,17,Mikhael Ricks,29.0,6.0,13,37,434,11.7,2,7.1,92.4,DET
2003,18,Jed Weaver,27.0,5.0,15,35,437,12.5,1,5.6,84.7,SF
2003,19,Bubba Franks,25.0,4.0,13,30,241,8.0,4,6.0,78.1,GB
2003,20,Jason Witten,21.0,1.0,11,35,347,9.9,1,6.9,75.7,DAL
2003,21,Antonio Gates,23.0,1.0,9,24,389,16.2,2,8.3,74.9,SD
2003,22,Mark Campbell,28.0,5.0,13,34,339,10.0,1,5.7,73.9,BUF
2003,23,Matt Schobel,25.0,2.0,11,24,332,13.8,2,6.3,69.2,CIN
2003,24,Dallas Clark,24.0,1.0,10,29,340,11.7,1,6.9,69.0,IND
2003,25,Christian Fauria,32.0,9.0,13,28,285,10.2,2,5.3,68.5,NE
2003,26,Ernie Conwell,31.0,8.0,8,26,290,11.2,2,8.4,67.0,NO
2003,27,Brandon Manumaleuna,23.0,3.0,13,29,238,8.2,2,5.1,66.3,STL
2003,28,L.J. Smith,23.0,1.0,12,27,320,11.9,1,5.4,65.0,PHI
2003,29,Kyle Brady,31.0,9.0,14,29,281,9.7,1,4.5,63.1,JAX
2003,30,Doug Jolley,24.0,2.0,11,31,250,8.1,1,5.6,62.0,OAK
2003,31,Chad Lewis,32.0,7.0,14,23,293,12.7,1,4.2,58.3,PHI
2003,32,Terry Jones,24.0,2.0,12,19,159,8.4,3,4.4,52.9,BAL
2003,33,Ken Dilger,32.0,9.0,13,22,244,11.1,1,4.0,52.4,TB
2003,34,Casey Fitzsimmons,23.0,1.0,10,23,160,7.0,2,5.1,51.0,DET
2003,35,Wesley Walls,37.0,15.0,10,20,222,11.1,1,4.8,48.2,GB
2003,36,Dan Campbell,27.0,5.0,11,20,195,9.8,1,4.1,45.5,DAL
2003,37,Frank Wycheck,32.0,11.0,9,17,165,9.7,2,5.1,45.5,TEN
2003,38,Tony Stewart,24.0,3.0,10,21,212,10.1,0,4.2,42.2,CIN
2003,39,George Wrighster,22.0,1.0,8,13,150,11.5,2,5.0,40.0,JAX
2003,40,Kris Mangum,30.0,7.0,10,17,199,11.7,0,3.7,36.9,CAR
2003,41,Justin Peelle,24.0,2.0,6,15,132,8.8,1,5.7,34.2,SD
2003,42,David Martin,24.0,3.0,8,13,79,6.1,2,4.1,32.9,GB
2003,43,Teyo Johnson,22.0,1.0,9,14,128,9.1,1,3.6,32.8,OAK
2003,44,Marcellus Rivers,25.0,3.0,6,17,155,9.1,0,5.4,32.5,NYG
2003,45,Steve Heiden,27.0,4.0,7,18,134,7.4,0,4.5,31.4,CLE
2003,46,Darnell Sanders,24.0,2.0,8,15,95,6.3,1,3.8,30.5,CLE
2003,47,Jay Riemersma,30.0,7.0,6,10,138,13.8,1,5.0,29.8,PIT
2003,48,Shad Meier,25.0,3.0,6,13,159,12.2,0,4.8,28.9,TEN
2003,49,Chris Baker,24.0,2.0,10,14,137,9.8,0,2.8,27.7,NYJ
2003,50,Visanthe Shiancoe,23.0,1.0,5,10,56,5.6,2,5.5,27.6,NYG
2003,51,Dave Moore,34.0,12.0,5,7,82,11.7,2,5.4,27.2,BUF
2003,52,Reggie Kelly,26.0,5.0,9,13,81,6.2,1,3.0,27.1,CIN
2003,53,Jason Dunn,30.0,8.0,4,5,35,7.0,3,6.6,26.5,KC
2003,54,Keith Heinrich,24.0,1.0,4,8,64,8.0,2,6.6,26.4,CLE
2003,55,Todd Yoder,25.0,4.0,4,7,68,9.7,2,6.4,25.8,TB
2003,56,Aaron Walker,23.0,1.0,8,8,116,14.5,1,3.2,25.6,SF
2003,57,Steve Bush,29.0,7.0,6,11,71,6.5,1,4.0,24.1,ARI
2003,58,Cameron Cleeland,28.0,6.0,9,10,145,14.5,0,2.7,24.0,STL
2003,59,Donald Lee,23.0,1.0,4,7,110,15.7,1,6.0,24.0,MIA
2003,60,Jerame Tuman,27.0,5.0,9,12,113,9.4,0,2.6,23.3,PIT
2003,61,Jermaine Wiggins,28.0,4.0,6,8,80,10.0,1,3.7,22.0,CAR
2003,62,Josh Norman,23.0,2.0,3,6,72,12.0,1,6.4,19.2,SD
2003,63,Dustin Lyman,27.0,4.0,5,11,80,7.3,0,3.8,19.0,CHI
2003,64,Brian Kozlowski,33.0,10.0,9,10,87,8.7,0,2.1,18.7,ATL
2003,65,Zeron Flemister,27.0,4.0,6,9,89,9.9,0,3.0,17.9,WAS
2003,66,Dwayne Carswell,31.0,10.0,6,6,53,8.8,1,2.9,17.3,DEN
2003,67,Rickey Dudley,31.0,8.0,5,7,42,6.0,1,3.4,17.2,TB
2003,68,Jabari Holloway,25.0,2.0,6,8,84,10.5,0,2.7,16.4,HOU
2003,69,Jeff Robinson,33.0,6.0,2,2,8,4.0,2,7.4,14.8,DAL
2003,70,Jerramy Stevens,24.0,2.0,5,6,72,12.0,0,2.6,13.2,SEA
2003,71,O.J. Santiago,29.0,7.0,4,5,69,13.8,0,3.0,11.9,OAK
2003,72,Walter Rasby,31.0,10.0,5,6,55,9.2,0,2.3,11.5,NO
2003,73,Robert Royal,25.0,1.0,3,5,48,9.6,0,3.3,9.8,WAS
2003,74,Will Heller,22.0,1.0,2,2,15,7.5,1,4.8,9.5,TB
2003,75,Ryan Neufeld,28.0,1.0,3,3,41,13.7,0,2.8,8.5,BUF
2003,76,Mike Seidman,22.0,1.0,4,5,35,7.0,0,2.1,8.5,CAR
2003,77,Jeb Putzier,24.0,1.0,1,4,34,8.5,0,7.4,7.4,DEN
2003,78,Mark Bruener,31.0,9.0,1,1,1,1.0,1,7.1,7.1,PIT
2003,79,Byron Chamberlain,32.0,9.0,2,4,29,7.3,0,3.4,6.9,WAS
2003,80,Chad Mustard,26.0,1.0,2,4,29,7.3,0,3.4,6.9,CLE
2003,81,Hunter Goodwin,31.0,8.0,4,4,26,6.5,0,1.6,6.6,MIN
2003,82,Patrick Hape,29.0,7.0,2,3,30,10.0,0,3.0,6.0,DEN
2003,83,Chris Luzar,24.0,2.0,3,3,30,10.0,0,2.0,6.0,JAX
2003,84,Joe Davenport,27.0,2.0,3,3,23,7.7,0,1.8,5.3,IND
2003,85,Kevin Ware,23.0,1.0,2,3,17,5.7,0,2.4,4.7,WAS
2003,86,Aaron Shea,27.0,4.0,2,2,9,4.5,0,1.4,2.9,CLE
2003,87,Spencer Nead,26.0,1.0,1,1,6,6.0,0,1.6,1.6,STL
2004,1,Tony Gonzalez,28.0,8.0,16,102,1258,12.3,7,16.9,270.3,KC
2004,2,Antonio Gates,24.0,2.0,15,81,964,11.9,13,17.0,255.4,SD
2004,3,Jason Witten,22.0,2.0,16,87,980,11.3,6,13.8,221.0,DAL
2004,4,Eric Johnson,25.0,4.0,16,82,825,10.1,2,11.0,176.5,SF
2004,5,Randy McMichael,25.0,3.0,16,73,791,10.8,4,11.0,176.1,MIA
2004,6,Jermaine Wiggins,29.0,5.0,14,71,705,9.9,4,11.8,165.5,MIN
2004,7,Jeremy Shockey,24.0,3.0,15,61,666,10.9,6,10.9,163.6,NYG
2004,8,Alge Crumpler,27.0,4.0,14,48,774,16.1,6,11.5,161.4,ATL
2004,9,Bubba Franks,26.0,5.0,15,34,361,10.6,7,7.5,112.1,GB
2004,10,Daniel Graham,26.0,3.0,14,30,364,12.1,7,7.7,108.4,NE
2004,11,Jeb Putzier,25.0,2.0,15,36,572,15.9,2,7.0,105.2,DEN
2004,12,Chris Cooley,22.0,1.0,16,37,314,8.5,6,6.5,104.4,WAS
2004,13,L.J. Smith,24.0,2.0,16,34,377,11.1,5,6.4,101.7,PHI
2004,14,Freddie Jones,30.0,8.0,16,45,426,9.5,2,6.2,99.6,ARI
2004,15,Dallas Clark,25.0,2.0,13,25,423,16.9,5,7.5,97.3,IND
2004,16,Marcus Pollard,32.0,10.0,12,29,309,10.7,6,8.0,95.9,IND
2004,17,Ken Dilger,33.0,10.0,16,39,345,8.8,3,5.7,91.5,TB
2004,18,Steve Heiden,28.0,5.0,12,28,287,10.3,5,7.2,86.7,CLE
2004,19,Stephen Alexander,29.0,7.0,16,41,377,9.2,1,5.3,84.7,DET
2004,20,Kris Mangum,31.0,8.0,14,34,323,9.5,3,6.0,84.3,CAR
2004,21,Jerramy Stevens,25.0,3.0,15,31,349,11.3,3,5.6,83.9,SEA
2004,22,Boo Williams,25.0,4.0,15,33,362,11.0,2,5.4,81.2,NO
2004,23,Todd Heap,24.0,4.0,6,27,303,11.2,3,12.5,75.3,BAL
2004,24,Aaron Shea,28.0,5.0,13,26,252,9.7,4,5.8,75.2,CLE
2004,25,Chad Lewis,33.0,8.0,12,29,267,9.2,3,6.1,73.7,PHI
2004,26,Ben Troupe,22.0,1.0,13,33,329,10.0,1,5.5,71.9,TEN
2004,27,Doug Jolley,25.0,3.0,16,27,313,11.6,2,4.4,70.3,OAK
2004,28,Mark Campbell,29.0,6.0,11,17,203,11.9,5,6.1,67.3,BUF
2004,29,Matt Schobel,26.0,3.0,13,21,201,9.6,4,5.0,65.1,CIN
2004,30,Erron Kinney,27.0,5.0,9,25,193,7.7,3,6.9,62.3,TEN
2004,31,Chris Baker,25.0,3.0,12,18,182,10.1,4,5.0,60.2,NYJ
2004,32,Desmond Clark,27.0,6.0,14,24,282,11.8,1,4.2,58.2,CHI
2004,33,Ernest Wilford,25.0,1.0,15,19,271,14.3,2,3.9,58.1,JAX
2004,34,Itula Mili,31.0,7.0,14,23,240,10.4,1,3.8,53.0,SEA
2004,35,Shad Meier,26.0,4.0,10,25,127,5.1,2,5.0,49.7,TEN
2004,36,Dwayne Carswell,32.0,11.0,12,22,198,9.0,1,4.0,47.8,DEN
2004,37,Christian Fauria,33.0,10.0,11,16,195,12.2,2,4.3,47.5,NE
2004,38,Jason Dunn,31.0,9.0,11,17,120,7.1,3,4.3,47.0,KC
2004,39,Terry Jones,25.0,3.0,13,20,152,7.6,1,3.2,41.2,BAL
2004,40,Billy Miller,27.0,6.0,14,17,178,10.5,1,2.9,40.8,HOU
2004,41,Robert Royal,26.0,2.0,9,8,70,8.8,4,4.3,39.0,WAS
2004,42,Brandon Manumaleuna,24.0,4.0,10,15,174,11.6,1,3.8,38.4,STL
2004,43,Mike Seidman,23.0,2.0,9,13,123,9.5,2,4.1,37.3,CAR
2004,44,Courtney Anderson,24.0,1.0,8,13,175,13.5,1,4.6,36.5,OAK
2004,45,Jerame Tuman,28.0,6.0,8,9,89,9.9,3,4.5,35.9,PIT
2004,46,Patrick Hape,30.0,8.0,9,8,35,4.4,4,3.9,35.5,DEN
2004,47,Teyo Johnson,23.0,2.0,7,9,131,14.6,2,4.9,34.1,OAK
2004,48,Tim Euhus,24.0,1.0,6,11,98,8.9,2,5.5,32.8,BUF
2004,49,Justin Peelle,25.0,3.0,11,10,84,8.4,2,2.8,30.4,SD
2004,50,Kyle Brady,32.0,10.0,10,14,103,7.4,1,3.0,30.3,JAX
2004,51,Donald Lee,24.0,2.0,12,13,110,8.5,1,2.5,30.0,MIA
2004,52,Todd Yoder,26.0,5.0,12,14,157,11.2,0,2.5,29.7,JAX
2004,53,Anthony Becht,27.0,5.0,13,13,100,7.7,1,2.2,29.0,NYJ
2004,54,Will Heller,23.0,2.0,9,12,98,8.2,1,3.1,27.8,TB
2004,55,Jay Riemersma,31.0,8.0,7,7,82,11.7,2,3.9,27.2,PIT
2004,56,Ernie Conwell,32.0,9.0,12,10,102,10.2,1,2.2,26.2,NO
2004,57,Darnell Dinkins,27.0,1.0,7,9,94,10.4,1,3.5,24.4,BAL
2004,58,Dustin Lyman,28.0,5.0,11,11,73,6.6,1,2.2,24.3,CHI
2004,59,Reggie Kelly,27.0,6.0,12,15,85,5.7,0,2.0,23.5,CIN
2004,60,George Wrighster,23.0,2.0,4,10,69,6.9,1,5.7,22.9,JAX
2004,61,Aaron Walker,24.0,2.0,10,10,115,11.5,0,2.2,21.5,SF
2004,62,Tony Stewart,25.0,4.0,12,10,48,4.8,1,1.7,20.8,CIN
2004,63,Brian Jones,23.0,1.0,8,6,87,14.5,1,2.6,20.7,JAX
2004,64,Casey Fitzsimmons,24.0,2.0,13,10,103,10.3,0,1.6,20.3,DET
2004,65,Ryan Krause,23.0,1.0,1,5,81,16.2,1,19.1,19.1,SD
2004,66,Ryan Hannam,24.0,3.0,8,8,110,13.8,0,2.4,19.0,SEA
2004,67,Jed Weaver,28.0,6.0,5,8,93,11.6,0,3.5,17.3,NE
2004,68,Sean Berton,25.0,1.0,6,9,78,8.7,0,2.8,16.8,MIN
2004,69,Mike Bartrum,34.0,12.0,3,5,45,9.0,1,5.2,15.5,PHI
2004,70,Nate Jackson,25.0,1.0,5,8,73,9.1,0,3.1,15.3,DEN
2004,71,Richard Owens,24.0,1.0,3,8,69,8.6,0,5.0,14.9,MIN
2004,72,Marcellus Rivers,26.0,4.0,6,5,36,7.2,1,2.4,14.6,NYG
2004,73,David Martin,25.0,4.0,8,5,88,17.6,0,1.7,13.8,GB
2004,74,Visanthe Shiancoe,24.0,2.0,4,5,25,5.0,1,3.4,13.5,NYG
2004,75,Cameron Cleeland,29.0,7.0,7,7,57,8.1,0,1.8,12.5,STL
2004,76,Ryan Neufeld,29.0,2.0,7,6,61,10.2,0,1.7,12.1,BUF
2004,77,Walter Rasby,32.0,11.0,4,5,52,10.4,0,2.6,10.2,WAS
2004,78,Eric Edwards,24.0,1.0,4,5,51,10.2,0,2.5,10.1,ARI
2004,79,Kellen Winslow Jr,21.0,1.0,2,5,50,10.0,0,5.0,10.0,CLE
2004,80,Mark Bruener,32.0,10.0,8,4,52,13.0,0,1.2,9.2,HOU
2004,81,Steve Bush,30.0,8.0,1,2,10,5.0,1,9.0,9.0,SF
2004,82,Ben Steele,26.0,1.0,5,4,42,10.5,0,1.6,8.2,GB
2004,83,Rickey Dudley,32.0,9.0,3,3,48,16.0,0,2.6,7.8,TB
2004,84,Dwayne Blakley,25.0,1.0,6,4,35,8.8,0,1.2,7.5,ATL
2004,85,Michael Gaines,24.0,1.0,7,4,34,8.5,0,1.1,7.4,CAR
2004,86,Lamont Hall,30.0,6.0,1,1,4,4.0,1,7.4,7.4,NO
2004,87,Ben Hartsock,24.0,1.0,2,4,33,8.3,0,3.6,7.3,IND
2004,88,Brian Kozlowski,34.0,11.0,4,3,29,9.7,0,1.5,5.9,WAS
2004,89,Rod Trafford,26.0,1.0,3,3,25,8.3,0,1.8,5.5,BUF
2004,90,Dave Moore,35.0,13.0,3,3,17,5.7,0,1.6,4.7,TB
2004,91,Jim Kleinsasser,27.0,6.0,1,2,24,12.0,0,4.4,4.4,MIN
2004,92,Randal Williams,26.0,1.0,2,1,14,14.0,0,1.8,3.7,DAL
2004,93,Dan Campbell,28.0,6.0,2,2,16,8.0,0,1.8,3.6,DAL
2004,94,Ben Watson,24.0,1.0,1,2,16,8.0,0,3.6,3.6,NE
2004,95,Matt Cushing,29.0,6.0,1,1,17,17.0,0,2.7,2.7,PIT
2004,96,Nate Lawrie,23.0,1.0,1,1,15,15.0,0,2.5,2.5,TB
2004,97,John Gilmore,25.0,3.0,1,1,11,11.0,0,2.1,2.1,CHI
2004,98,Chad Mustard,27.0,2.0,1,1,9,9.0,0,1.9,1.9,CLE
2004,99,Billy Baber,25.0,3.0,1,1,7,7.0,0,1.7,1.7,TB
2004,100,Keith Heinrich,25.0,2.0,1,1,1,1.0,0,1.1,1.1,CLE
2004,101,Daniel Wilcox,27.0,1.0,1,0,0,,0,0.0,0.0,BAL
2005,1,Antonio Gates,25.0,3.0,15,89,1101,12.4,10,17.3,259.1,SD
2005,2,Todd Heap,25.0,5.0,16,75,855,11.4,7,12.7,202.5,BAL
2005,3,Jeremy Shockey,25.0,4.0,15,65,891,13.7,7,13.1,196.1,NYG
2005,4,Chris Cooley,23.0,2.0,16,71,774,10.9,7,11.9,190.4,WAS
2005,5,Alge Crumpler,28.0,5.0,16,65,877,13.5,5,11.4,182.7,ATL
2005,6,Tony Gonzalez,29.0,9.0,16,78,905,11.6,2,11.3,180.5,KC
2005,7,Jason Witten,23.0,3.0,16,66,757,11.5,6,11.1,177.7,DAL
2005,8,Ernest Wilford,26.0,2.0,16,41,681,16.6,7,9.4,151.1,JAX
2005,9,Randy McMichael,26.0,4.0,16,60,582,9.7,5,9.3,148.2,MIA
2005,10,L.J. Smith,25.0,3.0,16,61,682,11.2,3,9.2,147.2,PHI
2005,11,Ben Troupe,23.0,2.0,15,55,530,9.6,4,8.8,132.0,TEN
2005,12,Jermaine Wiggins,30.0,6.0,15,69,568,8.2,1,8.8,131.8,MIN
2005,13,Jerramy Stevens,26.0,4.0,15,45,554,12.3,5,8.7,130.4,SEA
2005,14,Erron Kinney,28.0,6.0,14,55,543,9.9,2,8.7,121.3,TEN
2005,15,Heath Miller,23.0,1.0,15,39,459,11.8,6,8.1,120.9,PIT
2005,16,Marcus Pollard,33.0,11.0,16,46,516,11.2,3,7.2,115.6,DET
2005,17,Dallas Clark,26.0,3.0,14,37,488,13.2,4,7.8,109.8,IND
2005,18,Steve Heiden,29.0,6.0,15,43,401,9.3,3,6.7,101.1,CLE
2005,19,Ben Watson,25.0,2.0,14,29,441,15.2,4,6.9,97.1,NE
2005,20,Alex Smith,23.0,1.0,15,41,367,9.0,2,6.0,89.7,TB
2005,21,Jeb Putzier,26.0,3.0,15,37,481,13.0,0,5.7,85.1,DEN
2005,22,Zach Hilton,25.0,3.0,14,35,396,11.3,1,5.8,80.6,NO
2005,23,Bo Scaife,24.0,1.0,12,37,273,7.4,2,6.4,76.3,TEN
2005,24,Donald Lee,25.0,3.0,13,33,294,8.9,2,5.7,74.4,GB
