Year,Rank,Name,Age,Exp,G,Rec,RecYd,Y/Rec,RecTD,FP/G,FantPt,Team
2021,109,Brycen Hopkins,24.0,2.0,4,1,9,9.0,0,0.5,1.9,LAR
2021,110,Johnny Mundt,27.0,5.0,6,1,9,9.0,0,0.3,1.9,LAR
2021,111,Dominique Dafney,24.0,2.0,6,1,8,8.0,0,0.3,1.8,GB
2021,112,Hunter Long,23.0,1.0,7,1,8,8.0,0,0.3,1.8,MIA
2021,113,Eric Tomlinson,29.0,7.0,16,1,7,7.0,0,0.1,1.7,BAL
2021,114,Nick Boyle,28.0,7.0,5,1,2,2.0,0,0.2,1.2,BAL
2021,115,Darrell Daniels,27.0,5.0,14,1,0,0.0,0,0.1,1.0,ARI
2021,116,Deon Yelder,26.0,4.0,2,1,0,0.0,0,0.5,1.0,TB
2021,117,Daniel Helm,26.0,3.0,9,1,-1,-1.0,0,0.1,0.9,LV
2021,118,Devin Asiasi,24.0,2.0,1,0,0,,0,0.0,0.0,NE
2021,119,Andrew Beck,25.0,3.0,12,0,0,,0,0.0,0.0,DEN
2021,120,Nick Bowers,25.0,2.0,4,0,0,,0,0.0,0.0,LV
2021,121,Ian Bunting,25.0,3.0,1,0,0,,0,0.0,0.0,DAL
2021,122,Lawrence Cager,24.0,2.0,1,0,0,,0,0.0,0.0,CLE
2021,123,Ben Ellefson,25.0,2.0,4,0,0,,0,0.0,0.0,MIN
2021,124,Miller Forristall,23.0,1.0,2,0,0,,0,0.0,0.0,CLE
2021,125,Jordan Franks,25.0,4.0,1,0,0,,0,0.0,0.0,CLE
2021,126,Antonio Gandy-Golden,23.0,2.0,4,0,0,,0,0.0,0.0,WAS
2021,127,J.P. Holtz,28.0,6.0,11,0,0,,0,0.0,0.0,CHI
2021,128,Tanner Hudson,27.0,4.0,1,0,0,,0,0.0,0.0,SF
2021,129,Tyree Jackson,24.0,3.0,8,0,0,,0,0.0,0.0,PHI
2021,130,Hunter Kampmoyer,23.0,1.0,1,0,0,,0,0.0,0.0,LAC
2021,131,Matt LaCosse,29.0,7.0,1,0,0,,0,0.0,0.0,NE
2021,132,Codey McElroy,29.0,4.0,2,0,0,,0,0.0,0.0,TB
2021,133,Jared Pinkney,24.0,2.0,1,0,0,,0,0.0,0.0,DET
2021,134,Tony Poljan,24.0,1.0,1,0,0,,0,0.0,0.0,BAL
2021,135,Sammis Reyes,26.0,1.0,7,0,0,,0,0.0,0.0,WAS
2021,136,Giovanni Ricci,25.0,2.0,15,0,0,,0,0.0,0.0,CAR
2021,137,Richard Rodgers,29.0,8.0,2,0,0,,0,0.0,0.0,PHI
2021,138,Stephen Sullivan,25.0,2.0,2,0,0,,0,0.0,0.0,CAR
2021,139,Colin Thompson,28.0,5.0,9,0,0,,0,0.0,0.0,CAR
2021,140,Ross Travis,28.0,7.0,4,0,0,,0,0.0,0.0,
2021,141,Kahale Warring,24.0,3.0,2,0,0,,0,0.0,0.0,
2021,142,David Wells,26.0,4.0,1,0,0,,0,0.0,0.0,ARI
2021,143,Mitchell Wilcox,25.0,2.0,13,0,0,,0,0.0,0.0,CIN
2021,144,Feleipe Franks,24.0,1.0,7,0,0,,0,-0.2,-1.4,ATL
2022,1,Travis Kelce,33.0,10.0,16,104,1300,12.5,12,19.2,306.5,KC
2022,2,T.J. Hockenson,25.0,4.0,16,85,898,10.6,6,13.2,210.8,
2022,3,Mark Andrews,27.0,5.0,15,73,847,11.6,5,12.6,188.5,BAL
2022,4,George Kittle,29.0,6.0,14,56,736,13.1,9,13.1,183.6,SF
2022,5,Evan Engram,28.0,6.0,16,69,739,10.7,4,10.5,168.2,JAX
2022,6,Pat Freiermuth,24.0,2.0,15,63,732,11.6,2,9.9,148.2,PIT
2022,7,Tyler Higbee,29.0,7.0,16,68,587,8.6,3,9.0,144.7,LAR
2022,8,Taysom Hill,32.0,6.0,15,8,75,9.4,2,9.5,142.2,NO
2022,9,Dalton Schultz,26.0,5.0,14,53,544,10.3,5,9.8,137.4,DAL
2022,10,Dallas Goedert,27.0,5.0,11,49,656,13.4,3,12.1,132.6,PHI
2022,11,Juwan Johnson,26.0,3.0,15,41,487,11.9,7,8.8,131.7,NO
2022,12,Cole Kmet,23.0,3.0,16,46,487,10.6,6,8.2,131.6,CHI
2022,13,David Njoku,26.0,6.0,13,54,586,10.9,3,10.0,129.8,CLE
2022,14,Tyler Conklin,27.0,5.0,16,56,539,9.6,3,8.0,128.2,NYJ
2022,15,Gerald Everett,28.0,6.0,15,55,547,9.9,3,8.5,127.7,LAC
2022,16,Dawson Knox,26.0,4.0,14,46,504,11.0,5,9.0,126.4,BUF
2022,17,Noah Fant,25.0,4.0,16,46,466,10.1,4,7.3,116.6,SEA
2022,18,Zach Ertz,32.0,10.0,10,47,406,8.6,4,11.2,111.6,ARI
2022,19,Robert Tonyan Jr,28.0,6.0,16,50,441,8.8,2,6.6,106.1,GB
2022,20,Hayden Hurst,29.0,5.0,13,50,425,8.5,2,8.0,104.5,CIN
2022,21,Hunter Henry,28.0,7.0,16,35,467,13.3,2,5.9,93.7,NE
2022,22,Jordan Akins,30.0,5.0,14,33,425,12.9,3,6.7,93.5,HOU
2022,23,Cade Otton,23.0,1.0,15,41,386,9.4,2,6.1,91.6,TB
2022,24,Mike Gesicki,27.0,5.0,16,28,316,11.3,5,5.6,89.6,MIA
2022,25,Austin Hooper,28.0,7.0,16,37,406,11.0,2,5.6,89.6,TEN
2022,26,Will Dissly,26.0,5.0,15,34,349,10.3,3,5.8,86.9,SEA
2022,27,Greg Dulcich,22.0,1.0,10,33,411,12.5,2,8.6,86.1,DEN
2022,28,Foster Moreau,25.0,4.0,14,32,410,12.8,2,6.1,85.2,LV
2022,29,Chig Okonkwo,23.0,1.0,16,29,408,14.1,2,5.1,82.0,TEN
2022,30,Darren Waller,30.0,8.0,8,26,353,13.6,3,9.9,79.3,LV
2022,31,Kyle Pitts,22.0,2.0,10,28,356,12.7,2,7.6,75.6,ATL
2022,32,Daniel Bellinger,22.0,1.0,12,30,268,8.9,2,6.2,75.0,NYG
2022,33,Logan Thomas,31.0,9.0,13,37,307,8.3,1,5.7,73.7,WAS
2022,34,Isaiah Likely,22.0,1.0,15,28,270,9.6,3,4.9,73.0,BAL
2022,35,Jelani Woods,24.0,1.0,14,24,303,12.6,3,5.2,72.3,IND
2022,36,Noah Gray,23.0,2.0,16,27,285,10.6,1,4.2,67.6,KC
2022,37,Brock Wright,24.0,2.0,16,18,216,12.0,4,4.0,63.6,DET
2022,38,Colby Parkinson,23.0,3.0,16,23,275,12.0,2,3.9,62.5,SEA
2022,39,Kylen Granson,24.0,2.0,13,31,302,9.7,0,4.7,61.2,IND
2022,40,Harrison Bryant,24.0,3.0,16,29,219,7.6,1,3.6,57.7,CLE
2022,41,C.J. Uzomah,29.0,8.0,15,21,232,11.0,2,3.7,56.2,NYJ
2022,42,Trey McBride,23.0,1.0,15,26,224,8.6,1,3.6,54.4,ARI
2022,43,Tommy Tremble,22.0,2.0,16,18,172,9.6,3,3.3,53.2,CAR
2022,44,Jonnu Smith,27.0,6.0,14,27,245,9.1,0,3.7,52.0,NE
2022,45,Irv Smith,24.0,4.0,7,22,168,7.6,2,7.3,50.8,MIN
2022,46,Mo Alie-Cox,29.0,6.0,16,18,185,10.3,2,3.0,48.5,IND
2022,47,Jake Ferguson,23.0,1.0,15,18,170,9.4,2,3.1,47.0,DAL
2022,48,MyCole Pruitt,30.0,8.0,12,13,116,8.9,3,3.6,42.6,ATL
2022,49,Adam Trautman,25.0,3.0,14,17,189,11.1,1,3.0,41.9,NO
2022,50,Shane Zylstra,26.0,2.0,12,11,60,5.5,4,3.4,41.0,DET
2022,51,Josh Oliver,25.0,4.0,16,14,149,10.6,2,2.6,40.9,BAL
2022,52,Ian Thomas,26.0,5.0,16,21,197,9.4,0,2.5,40.7,CAR
2022,53,Peyton Hendershot,23.0,1.0,16,11,103,9.4,2,2.5,39.5,DAL
2022,54,Johnny Mundt,28.0,6.0,16,19,140,7.4,1,2.4,39.0,MIN
2022,55,Cameron Brate,31.0,9.0,10,20,174,8.7,0,3.7,37.4,TB
2022,56,Mitchell Wilcox,26.0,3.0,15,17,139,8.2,1,2.5,36.9,CIN
2022,57,O.J. Howard,28.0,6.0,13,10,145,14.5,2,2.8,36.5,HOU
2022,58,Eric Saubert,28.0,6.0,16,15,148,9.9,1,2.2,35.8,DEN
2022,59,Durham Smythe,27.0,5.0,15,12,90,7.5,1,2.2,33.1,MIA
2022,60,Jody Fortson,27.0,4.0,13,9,108,12.0,2,2.4,31.8,KC
2022,61,John Bates,25.0,2.0,15,14,108,7.7,1,2.1,30.8,WAS
2022,62,Zach Gentry,26.0,4.0,16,18,109,6.1,0,1.8,28.9,PIT
2022,63,Connor Heyward,23.0,1.0,16,9,106,11.8,1,1.7,27.7,PIT
2022,64,Brevin Jordan,22.0,2.0,10,14,128,9.1,0,2.7,26.8,HOU
2022,65,James Mitchell,23.0,1.0,13,10,106,10.6,1,2.0,26.6,DET
2022,66,Albert Okwuegbunam Jr.,24.0,3.0,7,10,95,9.5,1,3.6,25.5,DEN
2022,67,Marcedes Lewis,38.0,17.0,16,6,66,11.0,2,1.5,24.6,GB
2022,68,Josiah Deguara,25.0,3.0,16,13,114,8.8,0,1.5,24.4,GB
2022,69,Donald Parham Jr,25.0,4.0,5,8,99,12.4,1,4.8,23.9,LAC
2022,70,Pharaoh Brown,28.0,6.0,15,12,117,9.8,0,1.6,23.7,
2022,71,Jack Stoll,24.0,2.0,16,11,123,11.2,0,1.5,23.3,PHI
2022,72,Tanner Hudson,28.0,5.0,11,10,132,13.2,0,2.1,23.2,NYG
2022,73,Dan Arnold,27.0,6.0,16,9,135,15.0,0,1.4,22.5,JAX
2022,74,Quintin Morris,23.0,2.0,13,8,84,10.5,1,1.7,22.4,BUF
2022,75,Geoff Swaim,29.0,8.0,16,11,53,4.8,1,1.4,22.3,TEN
2022,76,Eric Tomlinson,30.0,8.0,16,8,76,9.5,1,1.4,21.6,DEN
2022,77,Ko Kieft,24.0,1.0,16,7,80,11.4,1,1.3,21.0,TB
2022,78,Ross Dwelley,27.0,5.0,10,3,105,35.0,1,2.0,19.5,SF
2022,79,Chris Myarick,27.0,4.0,15,7,65,9.3,1,1.3,19.5,NYG
2022,80,Teagan Quitoriano,22.0,1.0,8,4,30,7.5,2,2.4,19.0,HOU
2022,81,Giovanni Ricci,26.0,3.0,14,8,100,12.5,0,1.3,18.0,CAR
2022,82,Brycen Hopkins,25.0,3.0,13,7,109,15.6,0,1.4,17.9,LAR
2022,83,Tre' McKitty,23.0,2.0,16,10,72,7.2,0,1.1,17.2,LAC
2022,84,Anthony Firkser,27.0,6.0,10,8,89,11.1,0,1.7,16.9,ATL
2022,85,Parker Hesse,27.0,3.0,16,8,83,10.4,0,1.0,16.3,ATL
2022,86,Lawrence Cager,25.0,3.0,6,5,49,9.8,1,2.6,15.9,
2022,87,Armani Rogers,25.0,1.0,10,5,64,12.8,0,1.4,13.8,WAS
2022,88,Grant Calcaterra,24.0,1.0,13,5,81,16.2,0,1.0,13.1,PHI
2022,89,Andrew Beck,26.0,4.0,12,5,69,13.8,0,1.0,11.9,DEN
2022,90,Chris Manhertz,30.0,9.0,16,6,42,7.0,0,0.6,10.2,JAX
2022,91,Tyler Kroft,30.0,8.0,10,4,57,14.3,0,1.0,9.7,SF
2022,92,Blake Bell,31.0,8.0,2,1,17,17.0,1,4.4,8.7,KC
2022,93,Tyler Mabry,26.0,3.0,1,1,7,7.0,1,7.7,7.7,SEA
2022,94,Nick Vannett,29.0,7.0,8,4,37,9.3,0,1.0,7.7,
2022,95,Tyler Davis,25.0,3.0,16,4,26,6.5,0,0.4,6.6,GB
2022,96,Ryan Griffin,32.0,10.0,14,4,26,6.5,0,0.5,6.6,CHI
2022,97,Stephen Sullivan,26.0,3.0,13,2,46,23.0,0,0.5,6.6,CAR
2022,98,Luke Farrell,25.0,2.0,15,3,29,9.7,0,0.4,5.9,JAX
2022,99,Stone Smartt,24.0,1.0,6,4,17,4.3,0,1.0,5.7,LAC
2022,100,Ben Ellefson,26.0,3.0,4,3,26,8.7,0,1.4,5.6,MIN
2022,101,Kendall Blanton,27.0,4.0,4,2,35,17.5,0,1.4,5.5,LAR
2022,102,Jesper Horsted,25.0,4.0,8,3,19,6.3,0,0.6,4.9,LV
2022,103,Maxx Williams,28.0,8.0,10,3,18,6.0,0,0.5,4.8,ARI
2022,104,Trevon Wesco,27.0,4.0,13,2,26,13.0,0,0.4,4.6,CHI
2022,105,Cole Turner,22.0,1.0,9,2,23,11.5,0,0.5,4.3,WAS
2022,106,Kyle Rudolph,33.0,12.0,8,2,20,10.0,0,0.5,4.0,TB
2022,107,Stephen Anderson,29.0,7.0,14,3,9,3.0,0,0.3,3.9,ARI
2022,108,Sean McKeon,25.0,3.0,12,2,11,5.5,0,0.3,3.1,DAL
2022,109,Mason Schreck,29.0,6.0,3,2,6,3.0,0,0.9,2.6,HOU
2022,110,Devin Asiasi,25.0,3.0,12,2,5,2.5,0,0.2,2.5,CIN
2022,111,Drew Sample,26.0,4.0,2,2,-2,-1.0,0,0.9,1.8,CIN
2022,112,Tommy Sweeney,27.0,4.0,5,1,7,7.0,0,0.3,1.7,BUF
2022,113,Richard Rodgers,30.0,9.0,10,1,4,4.0,0,0.1,1.4,LAC
2022,114,Chase Allen,25.0,1.0,1,0,0,,0,0.0,0.0,CHI
2022,115,Nick Boyle,29.0,8.0,9,0,0,,0,0.0,0.0,BAL
2022,116,Cethan Carter,27.0,6.0,1,0,0,,0,0.0,0.0,MIA
2022,117,Roger Carter Jr.,23.0,1.0,1,0,0,,0,0.0,0.0,LAR
2022,118,Tanner Conner,24.0,1.0,8,0,0,,0,0.0,0.0,MIA
2022,119,Miller Forristall,24.0,2.0,4,0,0,,0,0.0,0.0,CLE
2022,120,Feleipe Franks,25.0,2.0,9,0,0,,0,0.0,0.0,ATL
2022,121,Garrett Griffin,28.0,7.0,1,0,0,,0,0.0,0.0,DET
2022,122,Jacob Hollister,29.0,6.0,3,0,0,,0,0.0,0.0,
2022,123,J.P. Holtz,29.0,7.0,6,0,0,,0,0.0,0.0,NO
2022,124,Tyree Jackson,25.0,4.0,5,0,0,,0,0.0,0.0,PHI
2022,125,Jesse James,28.0,8.0,2,0,0,,0,0.0,0.0,CLE
2022,126,Nikola Kalinic,25.0,2.0,6,0,0,,0,0.0,0.0,IND
2022,127,Charlie Kolar,23.0,1.0,1,0,0,,0,0.0,0.0,BAL
2022,128,Lucas Krull,24.0,1.0,1,0,0,,0,0.0,0.0,NO
2022,129,Hunter Long,24.0,2.0,8,0,0,,0,0.0,0.0,MIA
2022,130,Jared Pinkney,25.0,3.0,1,0,0,,0,0.0,0.0,LAR
2022,131,Kevin Rader,27.0,5.0,13,0,0,,0,0.0,0.0,TEN
2022,132,Jeremy Ruckert,22.0,1.0,4,0,0,,0,0.0,0.0,NYJ
2022,133,Matt Sokol,27.0,4.0,2,0,0,,0,0.0,0.0,NE
2022,134,Noah Togiai,25.0,3.0,2,0,0,,0,0.0,0.0,PHI
2022,135,Jake Tonges,23.0,1.0,3,0,0,,0,0.0,0.0,CHI
2022,136,Charlie Woerner,25.0,3.0,16,0,0,,0,0.0,0.0,SF
2022,137,Kenny Yeboah,24.0,2.0,6,0,0,,0,0.0,0.0,NYJ
2023,1,Travis Kelce,34.0,11.0,15,93,984,10.6,5,14.8,221.4,KC
2023,2,Sam LaPorta,22.0,1.0,16,81,860,10.6,9,13.8,221.4,DET
2023,3,T.J. Hockenson,26.0,5.0,15,95,960,10.1,5,14.7,221.0,MIN
2023,4,Evan Engram,29.0,7.0,16,104,884,8.5,3,13.2,210.4,JAX
2023,5,David Njoku,27.0,7.0,16,81,882,10.9,6,12.8,205.2,CLE
2023,6,George Kittle,30.0,7.0,16,65,1020,15.7,6,12.7,203.2,SF
2023,7,Cole Kmet,24.0,4.0,16,70,678,9.7,6,10.9,174.0,CHI
2023,8,Trey McBride,24.0,2.0,16,78,791,10.1,2,10.6,169.1,ARI
2023,9,Jake Ferguson,24.0,2.0,16,65,692,10.6,5,10.3,164.2,DAL
2023,10,Dalton Schultz,27.0,6.0,14,54,593,11.0,5,10.2,143.3,HOU
2023,11,Dalton Kincaid,24.0,1.0,15,66,589,8.9,2,9.1,136.9,BUF
2023,12,Mark Andrews,28.0,6.0,10,45,544,12.1,6,13.5,135.4,BAL
2023,13,Dallas Goedert,28.0,6.0,13,58,588,10.1,3,10.4,134.9,PHI
2023,14,Taysom Hill,33.0,7.0,15,29,263,9.1,2,8.9,133.6,NO
2023,15,Kyle Pitts,23.0,3.0,16,51,640,12.5,3,8.3,132.6,ATL
2023,16,Logan Thomas,32.0,10.0,15,54,487,9.0,4,8.5,126.9,WAS
2023,17,Hunter Henry,29.0,8.0,14,42,419,10.0,6,8.6,119.9,NE
2023,18,Tyler Conklin,28.0,6.0,16,59,605,10.3,0,7.5,119.5,NYJ
2023,19,Jonnu Smith,28.0,7.0,16,47,553,11.8,2,7.1,114.3,ATL
2023,20,Cade Otton,24.0,2.0,16,45,425,9.4,4,7.0,111.5,TB
2023,21,Gerald Everett,29.0,7.0,14,50,407,8.1,3,7.8,109.7,LAC
2023,22,Tyler Higbee,30.0,8.0,15,47,495,10.5,2,7.2,108.5,LAR
2023,23,Chig Okonkwo,24.0,2.0,16,52,492,9.5,1,6.7,107.8,TEN
2023,24,Darren Waller,31.0,9.0,11,47,507,10.8,1,9.4,103.7,NYG
2023,25,Juwan Johnson,27.0,4.0,12,34,328,9.6,4,7.6,90.8,NO
2023,26,Isaiah Likely,23.0,2.0,16,28,380,13.6,4,5.6,90.0,BAL
2023,27,Tanner Hudson,29.0,6.0,11,37,341,9.2,1,7.0,77.1,CIN
2023,28,Noah Fant,26.0,5.0,16,32,414,12.9,0,4.6,73.4,SEA
2023,29,Luke Musgrave,23.0,1.0,10,33,341,10.3,1,7.3,73.1,GB
2023,30,Tucker Kraft,23.0,1.0,16,28,324,11.6,2,4.5,72.4,GB
2023,31,Pat Freiermuth,25.0,3.0,11,30,287,9.6,2,6.4,70.7,PIT
2023,32,Noah Gray,24.0,3.0,16,28,305,10.9,2,4.4,70.6,KC
2023,33,Kylen Granson,25.0,3.0,14,29,345,11.9,1,5.0,69.7,IND
2023,34,Michael Mayer,22.0,1.0,14,27,304,11.3,2,5.0,69.4,LV
2023,35,Donald Parham Jr,26.0,5.0,13,22,201,9.1,4,5.1,66.1,LAC
2023,36,Durham Smythe,28.0,6.0,15,32,336,10.5,0,4.4,65.6,MIA
2023,37,Mike Gesicki,28.0,6.0,16,28,239,8.5,2,4.0,63.9,NE
2023,38,Colby Parkinson,24.0,4.0,16,22,236,10.7,2,3.6,57.6,SEA
2023,39,Adam Trautman,26.0,4.0,16,21,183,8.7,3,3.6,57.3,DEN
2023,40,Tommy Tremble,23.0,3.0,15,21,183,8.7,3,3.8,57.3,CAR
2023,41,Zach Ertz,33.0,11.0,7,27,187,6.9,1,7.4,51.7,ARI
2023,42,Brevin Jordan,23.0,3.0,12,17,219,12.9,2,4.2,50.9,HOU
2023,43,Daniel Bellinger,23.0,2.0,16,25,255,10.2,0,3.2,50.5,NYG
2023,44,Josh Oliver,26.0,5.0,16,20,182,9.1,2,3.1,50.2,MIN
2023,45,Drew Sample,27.0,5.0,16,20,156,7.8,2,3.0,47.6,CIN
2023,46,Foster Moreau,26.0,5.0,14,20,190,9.5,1,3.2,45.0,NO
2023,47,Mo Alie-Cox,30.0,7.0,16,11,143,13.0,3,2.7,43.3,IND
2023,48,Hayden Hurst,30.0,6.0,9,18,184,10.2,1,4.7,42.4,CAR
2023,49,Dawson Knox,27.0,5.0,11,20,164,8.2,1,3.9,42.4,BUF
2023,50,Austin Hooper,29.0,8.0,16,21,195,9.3,0,2.5,40.5,LV
2023,51,Harrison Bryant,25.0,4.0,16,13,81,6.2,3,2.5,39.9,CLE
2023,52,Pharaoh Brown,29.0,7.0,16,12,208,17.3,1,2.4,38.8,NE
2023,53,Will Mallory,24.0,1.0,11,18,207,11.5,0,3.5,38.7,IND
2023,54,Connor Heyward,24.0,2.0,16,21,163,7.8,0,2.3,37.3,PIT
2023,55,Drew Ogletree,25.0,2.0,12,9,147,16.3,2,3.0,35.7,IND
2023,56,Irv Smith,25.0,5.0,12,18,115,6.4,1,3.0,35.5,CIN
2023,57,John Bates,26.0,3.0,16,19,151,7.9,0,2.1,34.1,WAS
2023,58,Jimmy Graham,37.0,14.0,12,6,39,6.5,4,2.8,33.9,NO
2023,59,Elijah Higgins,23.0,1.0,10,12,131,10.9,1,3.1,31.1,ARI
2023,60,Jeremy Ruckert,23.0,2.0,15,16,151,9.4,0,2.1,31.1,NYJ
2023,61,Johnny Mundt,29.0,7.0,16,12,114,9.5,1,1.8,29.4,MIN
2023,62,Stone Smartt,25.0,2.0,15,9,141,15.7,1,1.9,29.1,LAC
2023,63,Luke Farrell,26.0,3.0,16,13,155,11.9,0,1.8,28.5,JAX
2023,64,Brock Wright,25.0,3.0,14,13,91,7.0,1,2.0,28.1,DET
2023,65,Will Dissly,27.0,6.0,15,14,126,9.0,0,1.8,26.6,SEA
2023,66,Luke Schoonmaker,25.0,1.0,16,8,65,8.1,2,1.7,26.5,DAL
2023,67,Andrew Beck,27.0,5.0,14,9,46,5.1,1,1.8,25.9,HOU
2023,68,Stephen Sullivan,27.0,4.0,10,12,125,10.4,0,2.4,24.5,CAR
2023,69,Josh Whyle,24.0,1.0,11,9,94,10.4,1,2.2,24.4,TEN
2023,70,Lucas Krull,25.0,2.0,6,8,95,11.9,1,3.9,23.5,DEN
2023,71,MyCole Pruitt,31.0,9.0,16,8,93,11.6,1,1.5,23.3,ATL
2023,72,Cole Turner,23.0,2.0,12,11,120,10.9,0,1.9,23.0,WAS
2023,73,Jordan Akins,31.0,6.0,16,12,108,9.0,0,1.4,22.8,CLE
2023,74,Robert Tonyan Jr,29.0,7.0,16,11,112,10.2,0,1.4,22.2,CHI
2023,75,C.J. Uzomah,30.0,9.0,12,8,58,7.3,1,1.6,19.8,NYJ
2023,76,Geoff Swaim,30.0,9.0,14,10,94,9.4,0,1.4,19.4,ARI
2023,77,Davis Allen,22.0,1.0,14,6,70,11.7,1,1.4,19.0,LAR
2023,78,Charlie Kolar,24.0,2.0,13,4,64,16.0,1,1.3,16.4,BAL
2023,79,Mitchell Wilcox,27.0,4.0,16,9,56,6.2,0,0.9,14.6,CIN
2023,80,Josiah Deguara,26.0,4.0,14,8,65,8.1,0,1.0,14.5,GB
2023,81,Brenton Strange,23.0,1.0,13,5,35,7.0,1,1.1,14.5,JAX
2023,82,Lawrence Cager,26.0,4.0,9,4,36,9.0,1,1.5,13.6,NYG
2023,83,Darnell Washington,22.0,1.0,16,7,61,8.7,0,0.8,13.1,PIT
2023,84,Marcedes Lewis,39.0,18.0,16,4,29,7.3,1,0.8,12.9,CHI
2023,85,Blake Bell,32.0,9.0,16,4,23,5.8,1,0.8,12.3,KC
2023,86,Ben Sims,23.0,1.0,15,4,21,5.3,1,0.8,12.1,GB
2023,87,Payne Durham,23.0,1.0,12,5,58,11.6,0,0.9,10.8,TB
2023,88,Quintin Morris,24.0,3.0,14,2,26,13.0,1,0.8,10.6,BUF
2023,89,Julian Hill,23.0,1.0,14,5,46,9.2,0,0.7,9.6,MIA
2023,90,Ian Thomas,27.0,6.0,11,4,51,12.8,0,0.8,9.1,CAR
2023,91,Ko Kieft,25.0,2.0,15,1,2,2.0,1,0.5,7.2,TB
2023,92,Jack Stoll,25.0,3.0,16,4,27,6.8,0,0.4,6.7,PHI
2023,93,Nate Adkins,24.0,1.0,9,4,22,5.5,0,0.7,6.2,DEN
2023,94,Brycen Hopkins,26.0,4.0,14,3,31,10.3,0,0.4,6.1,LAR
2023,95,Greg Dulcich,23.0,2.0,2,3,25,8.3,0,2.8,5.5,DEN
2023,96,Teagan Quitoriano,23.0,2.0,7,2,33,16.5,0,0.8,5.3,HOU
2023,97,Kenny Yeboah,25.0,3.0,4,2,28,14.0,0,1.2,4.8,NYJ
2023,98,Peyton Hendershot,24.0,2.0,7,3,14,4.7,0,0.6,4.4,DAL
2023,99,Grant Calcaterra,25.0,2.0,12,2,21,10.5,0,0.3,4.1,PHI
2023,100,Chris Manhertz,31.0,10.0,16,2,16,8.0,0,0.2,3.6,DEN
2023,101,Charlie Woerner,26.0,4.0,16,2,12,6.0,0,0.2,3.2,SF
2023,102,Trevon Wesco,28.0,5.0,14,1,21,21.0,0,0.2,3.1,TEN
2023,103,Eric Saubert,29.0,7.0,7,2,7,3.5,0,0.4,2.7,HOU
2023,104,Ross Dwelley,28.0,6.0,12,1,12,12.0,0,0.2,2.2,SF
2023,105,Tucker Fisk,24.0,2.0,5,1,9,9.0,0,0.4,1.9,ATL
2023,106,Cole Fotheringham,26.0,2.0,2,1,6,6.0,0,0.8,1.6,LV
2023,107,Kevin Rader,28.0,6.0,13,1,6,6.0,0,0.1,1.6,TEN
2023,108,Jesper Horsted,26.0,5.0,3,1,4,4.0,0,0.5,1.4,LV
2023,109,James Mitchell,24.0,2.0,13,1,4,4.0,0,0.1,1.4,DET
2023,110,Giovanni Ricci,27.0,4.0,3,1,2,2.0,0,0.4,1.2,CAR
2023,111,David Wells,28.0,6.0,5,2,-10,-5.0,0,0.2,1.0,TB
2023,112,Stephen Anderson,30.0,8.0,2,0,0,,0,0.0,0.0,LAC
2023,113,Matt Bushman,28.0,3.0,1,0,0,,0,0.0,0.0,KC
2023,114,Tanner Conner,25.0,2.0,3,0,0,,0,0.0,0.0,MIA
2023,115,Darrell Daniels,29.0,7.0,3,0,0,,0,0.0,0.0,DET
2023,116,Anthony Firkser,28.0,7.0,1,0,0,,0,0.0,0.0,DET
2023,117,John FitzPatrick,23.0,2.0,4,0,0,,0,0.0,0.0,ATL
2023,118,Parker Hesse,28.0,4.0,3,0,0,,0,0.0,0.0,ATL
2023,119,J.P. Holtz,30.0,8.0,1,0,0,,0,0.0,0.0,NO
2023,120,Tyree Jackson,26.0,5.0,2,0,0,,0,0.0,0.0,NYG
2023,121,Hunter Kampmoyer,25.0,3.0,1,0,0,,0,0.0,0.0,LAC
2023,122,Dalton Keene,24.0,4.0,1,0,0,,0,0.0,0.0,HOU
2023,123,Tyler Kroft,31.0,9.0,6,0,0,,0,0.0,0.0,MIA
2023,124,Hunter Long,25.0,3.0,3,0,0,,0,0.0,0.0,LAR
2023,125,Sean McKeon,26.0,4.0,9,0,0,,0,0.0,0.0,DAL
2023,126,Tre' McKitty,24.0,3.0,6,0,0,,0,0.0,0.0,LAC
2023,127,Ryan Miller,23.0,1.0,1,0,0,,0,0.0,0.0,TB
2023,128,Albert Okwuegbunam Jr.,25.0,4.0,4,0,0,,0,0.0,0.0,PHI
2023,129,Henry Pearson,24.0,1.0,2,0,0,,0,0.0,0.0,GB
2023,130,Josh Pederson,26.0,3.0,2,0,0,,0,0.0,0.0,JAX
2023,131,Brady Russell,25.0,1.0,5,0,0,,0,0.0,0.0,SEA
2023,132,Matt Sokol,28.0,5.0,2,0,0,,0,0.0,0.0,NE
2023,133,Noah Togiai,26.0,4.0,1,0,0,,0,0.0,0.0,PHI
2023,134,Nick Vannett,30.0,8.0,7,0,0,,0,0.0,0.0,LAC
2023,135,Travis Vokolek,25.0,1.0,1,0,0,,0,0.0,0.0,ARI
2023,136,Blake Whiteheart,23.0,1.0,1,0,0,,0,0.0,0.0,ARI
2023,137,Brayden Willis,24.0,1.0,6,0,0,,0,0.0,0.0,SF
2023,138,Rodney Williams II,25.0,2.0,11,0,0,,0,0.0,0.0,PIT
2024,1,Brock Bowers,22.0,1.0,12,84,884,10.5,4,16.5,197.5,LV
